URL,Service,Location,Word Count,Meta Title Length,Meta Desc Length,H1 Unique,Meta Title Unique,Other Services Links,Nearby Locations Links,SEO Pass,Published
"https://www.articclean.it/servizi/sanificazione-ambienti/manerbio","Sanificazione Ambienti","Manerbio",824,46,127,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/mazzano","Sanificazione Ambienti","Mazzano",714,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/montichiari","Sanificazione Ambienti","Montichiari",804,49,130,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/orzinuovi","Sanificazione Ambienti","Orzinuovi",765,47,128,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/palazzolo-sull-oglio","Sanificazione Ambienti","Palazzolo sull'Oglio",788,58,139,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/rezzato","Sanificazione Ambienti","Rezzato",744,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/roncadelle","Sanificazione Ambienti","Roncadelle",829,48,129,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/rovato","Sanificazione Ambienti","Rovato",731,44,125,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/salo","Sanificazione Ambienti","Salò",790,42,123,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/sarezzo","Sanificazione Ambienti","Sarezzo",749,45,126,"YES","YES",3,4,"FAIL",true
"https://www.articclean.it/servizi/sanificazione-ambienti/travagliato","Sanificazione Ambienti","Travagliato",801,49,130,"YES","YES",3,4,"FAIL",true
